ID,Type,SKU,Name,Published,Is featured?,Visibility in catalog,Short description,Description,Date sale price starts,Date sale price ends,Tax status,Tax class,In stock?,Stock,Low stock amount,Backorders allowed?,Sold individually?,Weight (kg),Length (cm),Width (cm),Height (cm),Allow customer reviews?,Purchase note,Sale price,Regular price,Categories,Tags,Shipping class,Images,Download limit,Download expiry days,Parent,Grouped products,Upsells,Cross-sells,External URL,Button text,Position,Custom URI,Swatches Attributes,Composite Components (JSON-encoded),Composite Scenarios (JSON-encoded),Composite Contents Virtual,Composite Aggregate Weight,Composite Layout,Composite Cart Editing,Composite Sold Individually,Composite Catalog Price,Composite Form Location,Bundled Items (JSON-encoded),Min Bundle Size,Max Bundle Size,Bundle Contents Virtual,Bundle Aggregate Weight,Bundle Layout,Bundle Group Mode,Bundle Cart Editing,Bundle Sold Individually,Bundle Form Location,Bundle Sells,Bundle Sells Title,Bundle Sells Discount,Attribute 1 name,Attribute 1 value(s),Attribute 1 visible,Attribute 1 global,Attribute 1 type,Attribute 1 swatch(s),Attribute 2 name,Attribute 2 value(s),Attribute 2 visible,Attribute 2 global,Attribute 3 name,Attribute 3 value(s),Attribute 3 visible,Attribute 3 global,Attribute 4 name,Attribute 4 value(s),Attribute 4 visible,Attribute 4 global,Attribute 5 name,Attribute 5 value(s),Attribute 5 visible,Attribute 5 global,Attribute 6 name,Attribute 6 value(s),Attribute 6 visible,Attribute 6 global,Attribute 6 default,Attribute 7 name,Attribute 7 value(s),Attribute 7 visible,Attribute 7 global,Attribute 7 default,Attribute 4 default,Attribute 5 default,Attribute 2 default,Attribute 3 default,Attribute 1 default,Brand
,variation,,"Joma Zamora VIII Goalkeeper Set - Adult, 40, Fluo Green",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,46.99,,,,http://192.236.233.221/images/0202xl.jpg,,,JOMA-ZAMORA-VIII-GOALKEEPER-SET,,,,,,45,joma-zamora-viii-goalkeeper-set-adult-40,,,,,,,,,,,,,,,,,,,,,,,,Age,Adult,,1,,,Size,40/43,,1,Colour,Fluo Green,,1,,,,,,,,,,,,,,,,,,,,,,,,
,variation,,"Joma Zamora VIII Goalkeeper Set - Adult, 43, Fluo Green",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,46.99,,,,http://192.236.233.221/images/0202xl.jpg,,,JOMA-ZAMORA-VIII-GOALKEEPER-SET,,,,,,45,joma-zamora-viii-goalkeeper-set-adult-43,,,,,,,,,,,,,,,,,,,,,,,,Age,Adult,,1,,,Size,43/45,,1,Colour,Fluo Green,,1,,,,,,,,,,,,,,,,,,,,,,,,
,variation,,"Joma Zamora VIII Goalkeeper Set - Adult, 45, Fluo Green",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,46.99,,,,http://192.236.233.221/images/0202xl.jpg,,,JOMA-ZAMORA-VIII-GOALKEEPER-SET,,,,,,45,joma-zamora-viii-goalkeeper-set-adult-45,,,,,,,,,,,,,,,,,,,,,,,,Age,Adult,,1,,,Size,45/46,,1,Colour,Fluo Green,,1,,,,,,,,,,,,,,,,,,,,,,,,
,variation,,"Joma Zamora VIII Goalkeeper Set - Adult, 46, Fluo Green",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,46.99,,,,http://192.236.233.221/images/0202xl.jpg,,,JOMA-ZAMORA-VIII-GOALKEEPER-SET,,,,,,45,joma-zamora-viii-goalkeeper-set-adult-46,,,,,,,,,,,,,,,,,,,,,,,,Age,Adult,,1,,,Size,46/47,,1,Colour,Fluo Green,,1,,,,,,,,,,,,,,,,,,,,,,,,
,variation,,"Joma Zamora VIII Goalkeeper Set - Adult, 21, Fluo Yellow",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,42.99,,,,http://192.236.233.221/images/0602xl.jpg,,,JOMA-ZAMORA-VIII-GOALKEEPER-SET,,,,,,45,joma-zamora-viii-goalkeeper-set-adult-21,,,,,,,,,,,,,,,,,,,,,,,,Age,Adult,,1,,,Size,21/22,,1,Colour,Fluo Yellow,,1,,,,,,,,,,,,,,,,,,,,,,,,
,variation,,"Joma Zamora VIII Goalkeeper Set - Adult, 23, Fluo Yellow",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,42.99,,,,http://192.236.233.221/images/0602xl.jpg,,,JOMA-ZAMORA-VIII-GOALKEEPER-SET,,,,,,45,joma-zamora-viii-goalkeeper-set-adult-23,,,,,,,,,,,,,,,,,,,,,,,,Age,Adult,,1,,,Size,23/24,,1,Colour,Fluo Yellow,,1,,,,,,,,,,,,,,,,,,,,,,,,
,variation,,"Joma Zamora VIII Goalkeeper Set - Adult, 24, Fluo Yellow",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,42.99,,,,http://192.236.233.221/images/0602xl.jpg,,,JOMA-ZAMORA-VIII-GOALKEEPER-SET,,,,,,45,joma-zamora-viii-goalkeeper-set-adult-24,,,,,,,,,,,,,,,,,,,,,,,,Age,Adult,,1,,,Size,24/26,,1,Colour,Fluo Yellow,,1,,,,,,,,,,,,,,,,,,,,,,,,
,variation,,"Joma Zamora VIII Goalkeeper Set - Adult, 26, Fluo Yellow",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,42.99,,,,http://192.236.233.221/images/0602xl.jpg,,,JOMA-ZAMORA-VIII-GOALKEEPER-SET,,,,,,45,joma-zamora-viii-goalkeeper-set-adult-26,,,,,,,,,,,,,,,,,,,,,,,,Age,Adult,,1,,,Size,26/28,,1,Colour,Fluo Yellow,,1,,,,,,,,,,,,,,,,,,,,,,,,
,variation,,"Joma Zamora VIII Goalkeeper Set - Adult, 29, Fluo Yellow",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,42.99,,,,http://192.236.233.221/images/0602xl.jpg,,,JOMA-ZAMORA-VIII-GOALKEEPER-SET,,,,,,45,joma-zamora-viii-goalkeeper-set-adult-29,,,,,,,,,,,,,,,,,,,,,,,,Age,Adult,,1,,,Size,29/31,,1,Colour,Fluo Yellow,,1,,,,,,,,,,,,,,,,,,,,,,,,
,variation,,"Joma Zamora VIII Goalkeeper Set - Adult, 31, Fluo Yellow",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,42.99,,,,http://192.236.233.221/images/0602xl.jpg,,,JOMA-ZAMORA-VIII-GOALKEEPER-SET,,,,,,45,joma-zamora-viii-goalkeeper-set-adult-31,,,,,,,,,,,,,,,,,,,,,,,,Age,Adult,,1,,,Size,31/34,,1,Colour,Fluo Yellow,,1,,,,,,,,,,,,,,,,,,,,,,,,
,variation,,"Joma Zamora VIII Goalkeeper Set - Adult, 34, Fluo Yellow",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,46.99,,,,http://192.236.233.221/images/0602xl.jpg,,,JOMA-ZAMORA-VIII-GOALKEEPER-SET,,,,,,45,joma-zamora-viii-goalkeeper-set-adult-34,,,,,,,,,,,,,,,,,,,,,,,,Age,Adult,,1,,,Size,34/37,,1,Colour,Fluo Yellow,,1,,,,,,,,,,,,,,,,,,,,,,,,
,variation,,"Joma Zamora VIII Goalkeeper Set - Adult, 37, Fluo Yellow",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,46.99,,,,http://192.236.233.221/images/0602xl.jpg,,,JOMA-ZAMORA-VIII-GOALKEEPER-SET,,,,,,45,joma-zamora-viii-goalkeeper-set-adult-37,,,,,,,,,,,,,,,,,,,,,,,,Age,Adult,,1,,,Size,37/40,,1,Colour,Fluo Yellow,,1,,,,,,,,,,,,,,,,,,,,,,,,
,variation,,"Joma Zamora VIII Goalkeeper Set - Adult, 40, Fluo Yellow",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,46.99,,,,http://192.236.233.221/images/0602xl.jpg,,,JOMA-ZAMORA-VIII-GOALKEEPER-SET,,,,,,45,joma-zamora-viii-goalkeeper-set-adult-40,,,,,,,,,,,,,,,,,,,,,,,,Age,Adult,,1,,,Size,40/43,,1,Colour,Fluo Yellow,,1,,,,,,,,,,,,,,,,,,,,,,,,
,variation,,"Joma Zamora VIII Goalkeeper Set - Adult, 43, Fluo Yellow",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,46.99,,,,http://192.236.233.221/images/0602xl.jpg,,,JOMA-ZAMORA-VIII-GOALKEEPER-SET,,,,,,45,joma-zamora-viii-goalkeeper-set-adult-43,,,,,,,,,,,,,,,,,,,,,,,,Age,Adult,,1,,,Size,43/45,,1,Colour,Fluo Yellow,,1,,,,,,,,,,,,,,,,,,,,,,,,
,variation,,"Joma Zamora VIII Goalkeeper Set - Adult, 45, Fluo Yellow",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,46.99,,,,http://192.236.233.221/images/0602xl.jpg,,,JOMA-ZAMORA-VIII-GOALKEEPER-SET,,,,,,45,joma-zamora-viii-goalkeeper-set-adult-45,,,,,,,,,,,,,,,,,,,,,,,,Age,Adult,,1,,,Size,45/46,,1,Colour,Fluo Yellow,,1,,,,,,,,,,,,,,,,,,,,,,,,
,variation,,"Joma Zamora VIII Goalkeeper Set - Adult, 46, Fluo Yellow",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,46.99,,,,http://192.236.233.221/images/0602xl.jpg,,,JOMA-ZAMORA-VIII-GOALKEEPER-SET,,,,,,45,joma-zamora-viii-goalkeeper-set-adult-46,,,,,,,,,,,,,,,,,,,,,,,,Age,Adult,,1,,,Size,46/47,,1,Colour,Fluo Yellow,,1,,,,,,,,,,,,,,,,,,,,,,,,
,variation,,"Joma Zamora VIII Goalkeeper Set - Adult, 21, Red",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,42.99,,,,http://192.236.233.221/images/6002xl.jpg,,,JOMA-ZAMORA-VIII-GOALKEEPER-SET,,,,,,45,joma-zamora-viii-goalkeeper-set-adult-21,,,,,,,,,,,,,,,,,,,,,,,,Age,Adult,,1,,,Size,21/22,,1,Colour,Red,,1,,,,,,,,,,,,,,,,,,,,,,,,
,variation,,"Joma Zamora VIII Goalkeeper Set - Adult, 23, Red",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,42.99,,,,http://192.236.233.221/images/6002xl.jpg,,,JOMA-ZAMORA-VIII-GOALKEEPER-SET,,,,,,45,joma-zamora-viii-goalkeeper-set-adult-23,,,,,,,,,,,,,,,,,,,,,,,,Age,Adult,,1,,,Size,23/24,,1,Colour,Red,,1,,,,,,,,,,,,,,,,,,,,,,,,
,variation,,"Joma Zamora VIII Goalkeeper Set - Adult, 24, Red",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,42.99,,,,http://192.236.233.221/images/6002xl.jpg,,,JOMA-ZAMORA-VIII-GOALKEEPER-SET,,,,,,45,joma-zamora-viii-goalkeeper-set-adult-24,,,,,,,,,,,,,,,,,,,,,,,,Age,Adult,,1,,,Size,24/26,,1,Colour,Red,,1,,,,,,,,,,,,,,,,,,,,,,,,
,variation,,"Joma Zamora VIII Goalkeeper Set - Adult, 26, Red",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,42.99,,,,http://192.236.233.221/images/6002xl.jpg,,,JOMA-ZAMORA-VIII-GOALKEEPER-SET,,,,,,45,joma-zamora-viii-goalkeeper-set-adult-26,,,,,,,,,,,,,,,,,,,,,,,,Age,Adult,,1,,,Size,26/28,,1,Colour,Red,,1,,,,,,,,,,,,,,,,,,,,,,,,
,variation,,"Joma Zamora VIII Goalkeeper Set - Adult, 29, Red",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,42.99,,,,http://192.236.233.221/images/6002xl.jpg,,,JOMA-ZAMORA-VIII-GOALKEEPER-SET,,,,,,45,joma-zamora-viii-goalkeeper-set-adult-29,,,,,,,,,,,,,,,,,,,,,,,,Age,Adult,,1,,,Size,29/31,,1,Colour,Red,,1,,,,,,,,,,,,,,,,,,,,,,,,
,variation,,"Joma Zamora VIII Goalkeeper Set - Adult, 31, Red",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,42.99,,,,http://192.236.233.221/images/6002xl.jpg,,,JOMA-ZAMORA-VIII-GOALKEEPER-SET,,,,,,45,joma-zamora-viii-goalkeeper-set-adult-31,,,,,,,,,,,,,,,,,,,,,,,,Age,Adult,,1,,,Size,31/34,,1,Colour,Red,,1,,,,,,,,,,,,,,,,,,,,,,,,
,variation,,"Joma Zamora VIII Goalkeeper Set - Adult, 34, Red",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,46.99,,,,http://192.236.233.221/images/6002xl.jpg,,,JOMA-ZAMORA-VIII-GOALKEEPER-SET,,,,,,45,joma-zamora-viii-goalkeeper-set-adult-34,,,,,,,,,,,,,,,,,,,,,,,,Age,Adult,,1,,,Size,34/37,,1,Colour,Red,,1,,,,,,,,,,,,,,,,,,,,,,,,
,variation,,"Joma Zamora VIII Goalkeeper Set - Adult, 37, Red",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,46.99,,,,http://192.236.233.221/images/6002xl.jpg,,,JOMA-ZAMORA-VIII-GOALKEEPER-SET,,,,,,45,joma-zamora-viii-goalkeeper-set-adult-37,,,,,,,,,,,,,,,,,,,,,,,,Age,Adult,,1,,,Size,37/40,,1,Colour,Red,,1,,,,,,,,,,,,,,,,,,,,,,,,
,variation,,"Joma Zamora VIII Goalkeeper Set - Adult, 40, Red",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,46.99,,,,http://192.236.233.221/images/6002xl.jpg,,,JOMA-ZAMORA-VIII-GOALKEEPER-SET,,,,,,45,joma-zamora-viii-goalkeeper-set-adult-40,,,,,,,,,,,,,,,,,,,,,,,,Age,Adult,,1,,,Size,40/43,,1,Colour,Red,,1,,,,,,,,,,,,,,,,,,,,,,,,
,variation,,"Joma Zamora VIII Goalkeeper Set - Adult, 43, Red",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,46.99,,,,http://192.236.233.221/images/6002xl.jpg,,,JOMA-ZAMORA-VIII-GOALKEEPER-SET,,,,,,45,joma-zamora-viii-goalkeeper-set-adult-43,,,,,,,,,,,,,,,,,,,,,,,,Age,Adult,,1,,,Size,43/45,,1,Colour,Red,,1,,,,,,,,,,,,,,,,,,,,,,,,
,variation,,"Joma Zamora VIII Goalkeeper Set - Adult, 45, Red",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,46.99,,,,http://192.236.233.221/images/6002xl.jpg,,,JOMA-ZAMORA-VIII-GOALKEEPER-SET,,,,,,45,joma-zamora-viii-goalkeeper-set-adult-45,,,,,,,,,,,,,,,,,,,,,,,,Age,Adult,,1,,,Size,45/46,,1,Colour,Red,,1,,,,,,,,,,,,,,,,,,,,,,,,
,variation,,"Joma Zamora VIII Goalkeeper Set - Adult, 46, Red",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,46.99,,,,http://192.236.233.221/images/6002xl.jpg,,,JOMA-ZAMORA-VIII-GOALKEEPER-SET,,,,,,45,joma-zamora-viii-goalkeeper-set-adult-46,,,,,,,,,,,,,,,,,,,,,,,,Age,Adult,,1,,,Size,46/47,,1,Colour,Red,,1,,,,,,,,,,,,,,,,,,,,,,,,
,variable,JOMA-PROTEC-SHORT,Joma Protec Short,1,0,visible,,,,,taxable,,1,1,,0,0,,,,,1,We will be in touch shortly to confirm your order/quote,,,"Shop > Goalkeeper Kits, Shop, Shop > Goalkeeper Kits > Joma, Shop > Goalkeeper Kits > Joma > Shorts",football,,http://192.236.233.221/images/2F1012xl.jpg,,,,,,,,,1213,joma-protec-short,"{""Age"":{""name"":""Age"",""type"":""label"",""terms"":{""Adult"":{""name"":""Adult"",""color"":"""",""image"":"""",""show_tooltip"":"""",""tooltip_text"":"""",""tooltip_image"":"""",""image_size"":""""},""Youth"":{""name"":""Youth"",""color"":"""",""image"":"""",""show_tooltip"":"""",""tooltip_text"":"""",""tooltip_image"":"""",""image_size"":""""}}}}",,,,,,,,,,,,,,,,,,,,,,,Brand,Joma,1,1,select,,Sport,Football,1,1,Material,100% Polyester,1,1,Gender,"Boys, Kids, Unisex",1,1,Age,Adult,1,1,Size,"22/23, 23/24, 24/25, 26/27, 27/28, 30/32, 33/35, 36/38, 39/41, 41/43",1,1,M,Colour,Black,1,1,,,,,,,Joma
,variation,,"Joma Protec Short - Adult, 22, Black",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,14.99,,,,http://192.236.233.221/images/2F1012xl.jpg,,,JOMA-PROTEC-SHORT,,,,,,45,joma-protec-short-adult-22,,,,,,,,,,,,,,,,,,,,,,,,Age,Adult,,1,,,Size,22/23,,1,Colour,Black,,1,,,,,,,,,,,,,,,,,,,,,,,,
,variation,,"Joma Protec Short - Adult, 23, Black",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,14.99,,,,http://192.236.233.221/images/2F1012xl.jpg,,,JOMA-PROTEC-SHORT,,,,,,45,joma-protec-short-adult-23,,,,,,,,,,,,,,,,,,,,,,,,Age,Adult,,1,,,Size,23/24,,1,Colour,Black,,1,,,,,,,,,,,,,,,,,,,,,,,,
,variation,,"Joma Protec Short - Adult, 24, Black",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,14.99,,,,http://192.236.233.221/images/2F1012xl.jpg,,,JOMA-PROTEC-SHORT,,,,,,45,joma-protec-short-adult-24,,,,,,,,,,,,,,,,,,,,,,,,Age,Adult,,1,,,Size,24/25,,1,Colour,Black,,1,,,,,,,,,,,,,,,,,,,,,,,,
,variation,,"Joma Protec Short - Adult, 26, Black",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,14.99,,,,http://192.236.233.221/images/2F1012xl.jpg,,,JOMA-PROTEC-SHORT,,,,,,45,joma-protec-short-adult-26,,,,,,,,,,,,,,,,,,,,,,,,Age,Adult,,1,,,Size,26/27,,1,Colour,Black,,1,,,,,,,,,,,,,,,,,,,,,,,,
,variation,,"Joma Protec Short - Adult, 27, Black",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,14.99,,,,http://192.236.233.221/images/2F1012xl.jpg,,,JOMA-PROTEC-SHORT,,,,,,45,joma-protec-short-adult-27,,,,,,,,,,,,,,,,,,,,,,,,Age,Adult,,1,,,Size,27/28,,1,Colour,Black,,1,,,,,,,,,,,,,,,,,,,,,,,,
,variation,,"Joma Protec Short - Adult, 30, Black",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,18.98,,,,http://192.236.233.221/images/2F1012xl.jpg,,,JOMA-PROTEC-SHORT,,,,,,45,joma-protec-short-adult-30,,,,,,,,,,,,,,,,,,,,,,,,Age,Adult,,1,,,Size,30/32,,1,Colour,Black,,1,,,,,,,,,,,,,,,,,,,,,,,,
,variation,,"Joma Protec Short - Adult, 33, Black",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,18.98,,,,http://192.236.233.221/images/2F1012xl.jpg,,,JOMA-PROTEC-SHORT,,,,,,45,joma-protec-short-adult-33,,,,,,,,,,,,,,,,,,,,,,,,Age,Adult,,1,,,Size,33/35,,1,Colour,Black,,1,,,,,,,,,,,,,,,,,,,,,,,,
,variation,,"Joma Protec Short - Adult, 36, Black",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,18.98,,,,http://192.236.233.221/images/2F1012xl.jpg,,,JOMA-PROTEC-SHORT,,,,,,45,joma-protec-short-adult-36,,,,,,,,,,,,,,,,,,,,,,,,Age,Adult,,1,,,Size,36/38,,1,Colour,Black,,1,,,,,,,,,,,,,,,,,,,,,,,,
,variation,,"Joma Protec Short - Adult, 39, Black",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,18.98,,,,http://192.236.233.221/images/2F1012xl.jpg,,,JOMA-PROTEC-SHORT,,,,,,45,joma-protec-short-adult-39,,,,,,,,,,,,,,,,,,,,,,,,Age,Adult,,1,,,Size,39/41,,1,Colour,Black,,1,,,,,,,,,,,,,,,,,,,,,,,,
,variation,,"Joma Protec Short - Adult, 41, Black",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,18.98,,,,http://192.236.233.221/images/2F1012xl.jpg,,,JOMA-PROTEC-SHORT,,,,,,45,joma-protec-short-adult-41,,,,,,,,,,,,,,,,,,,,,,,,Age,Adult,,1,,,Size,41/43,,1,Colour,Black,,1,,,,,,,,,,,,,,,,,,,,,,,,
,variable,JOMA-NOBEL-SHORT,Joma Nobel Short,1,0,visible,,,,,taxable,,1,1,,0,0,,,,,1,We will be in touch shortly to confirm your order/quote,,,"Shop > Goalkeeper Kits, Shop, Shop > Goalkeeper Kits > Joma, Shop > Goalkeeper Kits > Joma > Shorts",football,,"http://192.236.233.221/images/0202xl-3xl.jpg, http://192.236.233.221/images/1002xl-3xl.jpg",,,,,,,,,1213,joma-nobel-short,"{""Age"":{""name"":""Age"",""type"":""label"",""terms"":{""Adult"":{""name"":""Adult"",""color"":"""",""image"":"""",""show_tooltip"":"""",""tooltip_text"":"""",""tooltip_image"":"""",""image_size"":""""},""Youth"":{""name"":""Youth"",""color"":"""",""image"":"""",""show_tooltip"":"""",""tooltip_text"":"""",""tooltip_image"":"""",""image_size"":""""}}}}",,,,,,,,,,,,,,,,,,,,,,,Brand,Joma,1,1,select,,Sport,Football,1,1,Material,100% Polyester,1,1,Gender,"Boys, Kids, Unisex",1,1,Age,Adult,1,1,Size,"21/22, 23/25, 26/27, 27/28, 30/32, 33/35, 36/38, 39/41, 41/43",1,1,M,Colour,"Fluo Green, Black",1,1,,,,,,,Joma
,variation,,"Joma Nobel Short - Adult, 21, Fluo Green",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,6.49,,,,http://192.236.233.221/images/0202xl-3xl.jpg,,,JOMA-NOBEL-SHORT,,,,,,45,joma-nobel-short-adult-21,,,,,,,,,,,,,,,,,,,,,,,,Age,Adult,,1,,,Size,21/22,,1,Colour,Fluo Green,,1,,,,,,,,,,,,,,,,,,,,,,,,
,variation,,"Joma Nobel Short - Adult, 23, Fluo Green",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,6.49,,,,http://192.236.233.221/images/0202xl-3xl.jpg,,,JOMA-NOBEL-SHORT,,,,,,45,joma-nobel-short-adult-23,,,,,,,,,,,,,,,,,,,,,,,,Age,Adult,,1,,,Size,23/25,,1,Colour,Fluo Green,,1,,,,,,,,,,,,,,,,,,,,,,,,
,variation,,"Joma Nobel Short - Adult, 26, Fluo Green",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,6.49,,,,http://192.236.233.221/images/0202xl-3xl.jpg,,,JOMA-NOBEL-SHORT,,,,,,45,joma-nobel-short-adult-26,,,,,,,,,,,,,,,,,,,,,,,,Age,Adult,,1,,,Size,26/27,,1,Colour,Fluo Green,,1,,,,,,,,,,,,,,,,,,,,,,,,
,variation,,"Joma Nobel Short - Adult, 27, Fluo Green",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,6.49,,,,http://192.236.233.221/images/0202xl-3xl.jpg,,,JOMA-NOBEL-SHORT,,,,,,45,joma-nobel-short-adult-27,,,,,,,,,,,,,,,,,,,,,,,,Age,Adult,,1,,,Size,27/28,,1,Colour,Fluo Green,,1,,,,,,,,,,,,,,,,,,,,,,,,
,variation,,"Joma Nobel Short - Adult, 30, Fluo Green",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,7.49,,,,http://192.236.233.221/images/0202xl-3xl.jpg,,,JOMA-NOBEL-SHORT,,,,,,45,joma-nobel-short-adult-30,,,,,,,,,,,,,,,,,,,,,,,,Age,Adult,,1,,,Size,30/32,,1,Colour,Fluo Green,,1,,,,,,,,,,,,,,,,,,,,,,,,
,variation,,"Joma Nobel Short - Adult, 33, Fluo Green",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,7.49,,,,http://192.236.233.221/images/0202xl-3xl.jpg,,,JOMA-NOBEL-SHORT,,,,,,45,joma-nobel-short-adult-33,,,,,,,,,,,,,,,,,,,,,,,,Age,Adult,,1,,,Size,33/35,,1,Colour,Fluo Green,,1,,,,,,,,,,,,,,,,,,,,,,,,
,variation,,"Joma Nobel Short - Adult, 36, Fluo Green",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,7.49,,,,http://192.236.233.221/images/0202xl-3xl.jpg,,,JOMA-NOBEL-SHORT,,,,,,45,joma-nobel-short-adult-36,,,,,,,,,,,,,,,,,,,,,,,,Age,Adult,,1,,,Size,36/38,,1,Colour,Fluo Green,,1,,,,,,,,,,,,,,,,,,,,,,,,
,variation,,"Joma Nobel Short - Adult, 39, Fluo Green",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,7.49,,,,http://192.236.233.221/images/0202xl-3xl.jpg,,,JOMA-NOBEL-SHORT,,,,,,45,joma-nobel-short-adult-39,,,,,,,,,,,,,,,,,,,,,,,,Age,Adult,,1,,,Size,39/41,,1,Colour,Fluo Green,,1,,,,,,,,,,,,,,,,,,,,,,,,
,variation,,"Joma Nobel Short - Adult, 41, Fluo Green",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,7.49,,,,http://192.236.233.221/images/0202xl-3xl.jpg,,,JOMA-NOBEL-SHORT,,,,,,45,joma-nobel-short-adult-41,,,,,,,,,,,,,,,,,,,,,,,,Age,Adult,,1,,,Size,41/43,,1,Colour,Fluo Green,,1,,,,,,,,,,,,,,,,,,,,,,,,
,variation,,"Joma Nobel Short - Adult, 21, Black",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,6.49,,,,http://192.236.233.221/images/1002xl-3xl.jpg,,,JOMA-NOBEL-SHORT,,,,,,45,joma-nobel-short-adult-21,,,,,,,,,,,,,,,,,,,,,,,,Age,Adult,,1,,,Size,21/22,,1,Colour,Black,,1,,,,,,,,,,,,,,,,,,,,,,,,
,variation,,"Joma Nobel Short - Adult, 23, Black",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,6.49,,,,http://192.236.233.221/images/1002xl-3xl.jpg,,,JOMA-NOBEL-SHORT,,,,,,45,joma-nobel-short-adult-23,,,,,,,,,,,,,,,,,,,,,,,,Age,Adult,,1,,,Size,23/25,,1,Colour,Black,,1,,,,,,,,,,,,,,,,,,,,,,,,
,variation,,"Joma Nobel Short - Adult, 26, Black",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,6.49,,,,http://192.236.233.221/images/1002xl-3xl.jpg,,,JOMA-NOBEL-SHORT,,,,,,45,joma-nobel-short-adult-26,,,,,,,,,,,,,,,,,,,,,,,,Age,Adult,,1,,,Size,26/27,,1,Colour,Black,,1,,,,,,,,,,,,,,,,,,,,,,,,
,variation,,"Joma Nobel Short - Adult, 27, Black",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,6.49,,,,http://192.236.233.221/images/1002xl-3xl.jpg,,,JOMA-NOBEL-SHORT,,,,,,45,joma-nobel-short-adult-27,,,,,,,,,,,,,,,,,,,,,,,,Age,Adult,,1,,,Size,27/28,,1,Colour,Black,,1,,,,,,,,,,,,,,,,,,,,,,,,
,variation,,"Joma Nobel Short - Adult, 30, Black",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,7.49,,,,http://192.236.233.221/images/1002xl-3xl.jpg,,,JOMA-NOBEL-SHORT,,,,,,45,joma-nobel-short-adult-30,,,,,,,,,,,,,,,,,,,,,,,,Age,Adult,,1,,,Size,30/32,,1,Colour,Black,,1,,,,,,,,,,,,,,,,,,,,,,,,
